tipodia|factor_expansion|n_etapas|tviaje|distancia_eucl|distancia_ruta|tiempo_inicio_viaje|tiempo_fin_viaje|mediahora_inicio_viaje|mediahora_fin_viaje|periodo_inicio_viaje|periodo_fin_viaje|tipo_transporte_1|tipo_transporte_2|tipo_transporte_3|tipo_transporte_4|srv_1|srv_2|srv_3|srv_4|paradero_inicio_viaje|paradero_fin_viaje|comuna_inicio_viaje|comuna_fin_viaje|zona_inicio_viaje|zona_fin_viaje|modos|tiempo_subida_1|tiempo_subida_2|tiempo_subida_3|tiempo_subida_4|tiempo_bajada_1|tiempo_bajada_2|tiempo_bajada_3|tiempo_bajada_4|zona_subida_1|zona_subida_2|zona_subida_3|zona_subida_4|zona_bajada_1|zona_bajada_2|zona_bajada_3|zona_bajada_4|paradero_subida_1|paradero_subida_2|paradero_subida_3|paradero_subida_4|paradero_bajada_1|paradero_bajada_2|paradero_bajada_3|paradero_bajada_4|mediahora_bajada_1|mediahora_bajada_2|mediahora_bajada_3|mediahora_bajada_4|periodo_bajada_1|periodo_bajada_2|periodo_bajada_3|periodo_bajada_4|id_tarjeta|id_viaje|netapassinbajada|ultimaetapaconbajada|contrato|mediahora_inicio_viaje_hora|mediahora_fin_viaje_hora|op_1era_etapa|op_2da_etapa|op_3era_etapa|op_4ta_etapa|dt1|dveh_ruta1|dveh_euc1|dt2|dveh_ruta2|dveh_euc2|dt3|dveh_ruta3|dveh_euc3|dveh_ruta4|dveh_euc4|dtfinal|dveh_rutafinal|dveh_eucfinal|tipo_corte_etapa_viaje|proposito|entrada|te0|tv1|tc1|te1|tv2|tc2|te2|tv3|tc3|te3|tv4|egreso|tviaje2|
0|1.3123|1|-|17961.187500|20270.0000|2025-04-21 08:14:59|2025-04-21 09:01:52|16|18|63|63|2|-|-|-|L2|-|-|-|HOSPITAL EL PINO|MANUEL MONTT|8|23|430|175|2|2025-04-21 08:14:59|-|-|-|2025-04-21 09:01:52|-|-|-|430|-|-|-|175|-|-|-|HOSPITAL EL PINO|-|-|-|MANUEL MONTT|-|-|-|18|-|-|-|63|-|-|-|73608|1|0|1|171|08:00:00|09:00:00|1|-|-|-|-|-|17961|-|-|-|-|-|-|-|-|0|0|17961|SM2H|TRABAJO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.2761|1|-|17961.187500|20270.0000|2025-04-21 16:35:30|2025-04-21 17:22:40|33|34|67|67|2|-|-|-|L1|-|-|-|MANUEL MONTT|HOSPITAL EL PINO|23|8|175|430|2|2025-04-21 16:35:30|-|-|-|2025-04-21 17:22:40|-|-|-|175|-|-|-|430|-|-|-|MANUEL MONTT|-|-|-|HOSPITAL EL PINO|-|-|-|34|-|-|-|67|-|-|-|73608|2|0|1|171|16:30:00|17:00:00|1|-|-|-|-|-|17961|-|-|-|-|-|-|-|-|0|0|17961|UE|HOGAR|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.3730|2|-|6620.584961|9070.0000|2025-04-21 11:31:50|2025-04-21 11:48:16|23|23|64|64|1|2|-|-|T964 00R|L4|-|-|T-33-264-SN-55|HOSPITAL SOTERO DEL RIO|5|6|470|658|3|2025-04-21 11:31:50|2025-04-21 11:38:23|-|-|2025-04-21 11:34:55|2025-04-21 11:48:16|-|-|470|465|-|-|465|658|-|-|T-33-264-SN-55|MACUL|-|-|E-32-254-SN-5|HOSPITAL SOTERO DEL RIO|-|-|23|23|-|-|64|64|-|-|134536|1|0|1|171|11:30:00|11:30:00|33|1|-|-|52.8394|23042|1009|-|-|7533|-|-|-|-|-|52|23042|8542|MS_M_M|OTROS|-|205|184|251|112|736|-|-|-|-|-|-|123|1611|
0|0.0000|1|-|-|0.0000|2025-04-21 13:23:01|-|26|-1|65|-1|2|-|-|-|L4|-|-|-|HOSPITAL SOTERO DEL RIO|-|6|-1|658|-|2|2025-04-21 13:23:01|-|-|-|-|-|-|-|658|-|-|-|-|-|-|-|HOSPITAL SOTERO DEL RIO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|134536|2|1|0|171|13:00:00|-|1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|0.0000|1|-|-|0.0000|2025-04-21 08:32:50|-|17|-1|63|-1|1|-|-|-|T1201 01I|-|-|-|L-32-38-10-NS|-|-1|-1|765|-|1|2025-04-21 08:32:50|-|-|-|-|-|-|-|765|-|-|-|-|-|-|-|L-32-38-10-NS|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|135048|1|1|0|171|08:30:00|-|36|-|-|-|-|18446|-|-|-|-|-|-|-|-|-|0|18446|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.2727|1|-|5773.174316|5850.0000|2025-04-21 08:41:10|2025-04-21 08:58:08|17|17|63|63|2|-|-|-|L1|-|-|-|LA MONEDA|TOBALABA|34|23|284|206|2|2025-04-21 08:41:10|-|-|-|2025-04-21 08:58:08|-|-|-|284|-|-|-|206|-|-|-|LA MONEDA|-|-|-|TOBALABA|-|-|-|17|-|-|-|63|-|-|-|135816|1|0|1|171|08:30:00|08:30:00|1|-|-|-|-|-|5773|-|-|-|-|-|-|-|-|0|0|5773|SM2H|TRABAJO|37|56|855|-|-|-|-|-|-|-|-|-|101|1049|
0|1.2937|1|-|5773.174316|5850.0000|2025-04-21 18:31:42|2025-04-21 18:48:00|37|37|68|68|2|-|-|-|L4|-|-|-|TOBALABA|LA MONEDA|23|34|206|284|2|2025-04-21 18:31:42|-|-|-|2025-04-21 18:48:00|-|-|-|206|-|-|-|284|-|-|-|TOBALABA|-|-|-|LA MONEDA|-|-|-|37|-|-|-|68|-|-|-|135816|2|0|1|171|18:30:00|18:30:00|1|-|-|-|-|-|5773|-|-|-|-|-|-|-|-|0|0|5773|UE|HOGAR|37|62|763|-|-|-|-|-|-|-|-|-|76|938|
0|0.0000|1|-|-|0.0000|2025-04-21 18:52:08|-|37|-1|68|-1|1|-|-|-|T935 00I|-|-|-|T-34-270-SN-15|-|6|-1|750|-|1|2025-04-21 18:52:08|-|-|-|-|-|-|-|750|-|-|-|-|-|-|-|T-34-270-SN-15|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|140424|1|1|0|171|18:30:00|-|33|-|-|-|-|10849|-|-|-|-|-|-|-|-|-|0|10849|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|0.0000|1|-|-|0.0000|2025-04-21 20:39:17|-|41|-1|69|-1|3|-|-|-|-|-|-|-|I-6-454-PO-22|-|20|-1|557|-|1|2025-04-21 20:39:17|-|-|-|-|-|-|-|557|-|-|-|-|-|-|-|I-6-454-PO-22|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|140680|1|1|0|171|20:30:00|-|35|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.2731|2|-|15377.564453|16187.0000|2025-04-21 07:43:50|2025-04-21 08:20:48|15|16|62|63|4|2|-|-|METROTREN|L1|-|-|ESTACION LO BLANCO|SANTA ANA|30|34|391|274|6|2025-04-21 07:43:50|2025-04-21 08:05:59|-|-|2025-04-21 07:57:09|2025-04-21 08:20:48|-|-|391|84|-|-|78|274|-|-|ESTACION LO BLANCO|ESTACION CENTRAL|-|-|ESTACION ALAMEDA|SANTA ANA|-|-|15|16|-|-|62|63|-|-|141960|1|0|1|171|07:30:00|08:00:00|17|1|-|-|194.5585|-|13517|-|-|2261|-|-|-|-|-|194|0|15778|SM2H|TRABAJO|-|-|799|567|56|564|-|-|-|-|-|-|78|2064|
0|1.3474|2|-|15377.564453|16187.0000|2025-04-21 17:28:18|2025-04-21 17:53:20|34|35|67|67|2|4|-|-|L5|METROTREN|-|-|SANTA ANA|ESTACION LO BLANCO|34|30|274|391|6|2025-04-21 17:28:18|2025-04-21 17:40:01|-|-|2025-04-21 17:42:56|2025-04-21 17:53:20|-|-|274|78|-|-|84|391|-|-|SANTA ANA|ESTACION ALAMEDA|-|-|ESTACION CENTRAL|ESTACION LO BLANCO|-|-|35|35|-|-|67|67|-|-|141960|2|0|1|171|17:00:00|17:30:00|1|17|-|-|194.5585|-|2261|-|-|13517|-|-|-|-|-|194|0|15778|UE|HOGAR|41|105|352|205|41|799|-|-|-|-|-|-|-|1543|
0|1.7401|1|-|3502.493652|21470.0000|2025-04-21 07:56:18|2025-04-21 08:46:24|15|17|62|63|2|-|-|-|L1|-|-|-|UNIVERSIDAD DE SANTIAGO|CERRILLOS|16|32|78|150|2|2025-04-21 07:56:18|-|-|-|2025-04-21 08:46:24|-|-|-|78|-|-|-|150|-|-|-|UNIVERSIDAD DE SANTIAGO|-|-|-|CERRILLOS|-|-|-|17|-|-|-|63|-|-|-|199560|1|0|1|171|07:30:00|08:30:00|1|-|-|-|-|-|3502|-|-|-|-|-|-|-|-|0|0|3502|MS_M_B|MENOS1MINUTO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.4558|1|-|4043.000000|-4399.0000|2025-04-21 08:36:21|2025-04-21 10:35:22|17|21|63|64|3|-|-|-|T549 00I|-|-|-|T-12-55-NS-15|E-7-50-NS-3|32|-1|151|84|1|2025-04-21 08:40:53|-|-|-|2025-04-21 10:35:22|-|-|-|151|-|-|-|84|-|-|-|T-12-55-NS-15|-|-|-|E-7-50-NS-3|-|-|-|21|-|-|-|64|-|-|-|199560|2|0|1|171|08:30:00|10:30:00|5|-|-|-|-|18428|4043|-|-|-|-|-|-|-|-|0|18428|4043|UE|HOGAR|-|272|6868|-|-|-|-|-|-|-|-|-|-|-|
0|1.4391|1|-|2397.099365|2398.0000|2025-04-21 18:26:38|2025-04-21 18:32:58|36|37|67|68|1|-|-|-|T511 00I|-|-|-|T-32-156-PO-25|T-32-156-PO-60|-1|-1|459|766|1|2025-04-21 18:26:38|-|-|-|2025-04-21 18:32:58|-|-|-|459|-|-|-|766|-|-|-|T-32-156-PO-25|-|-|-|T-32-156-PO-60|-|-|-|37|-|-|-|68|-|-|-|202632|1|0|1|171|18:00:00|18:30:00|5|-|-|-|-|31300|2397|-|-|-|-|-|-|-|-|0|31300|2397|M3B|OTROS|-|92|379|-|-|-|-|-|-|-|-|-|-|471|
0|0.0000|2|-|-|0.0000|2025-04-21 19:28:52|-|38|-1|68|-1|1|1|-|-|T506 00R|T216 00R|-|-|T-32-156-OP-5|-|-1|-1|765|-|1|2025-04-21 19:28:52|2025-04-21 19:57:13|-|-|2025-04-21 19:38:40|-|-|-|765|242|-|-|443|-|-|-|T-32-156-OP-5|L-18-2-15-NS|-|-|E-18-156-OP-5|-|-|-|39|-|-|-|68|-|-|-|202632|2|1|0|171|19:00:00|-|5|2|-|-|817.9199|1391|3482|-|8946|-|-|-|-|-|-|817|10337|3482|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.5086|1|-|11840.857422|12088.0000|2025-04-21 06:22:41|2025-04-21 06:56:03|12|13|61|62|1|-|-|-|T210 C2 00I|-|-|-|T-20-134-NS-25|T-33-134-NS-65|34|5|292|620|1|2025-04-21 06:22:41|-|-|-|2025-04-21 06:56:03|-|-|-|292|-|-|-|620|-|-|-|T-20-134-NS-25|-|-|-|T-33-134-NS-65|-|-|-|13|-|-|-|62|-|-|-|205192|1|0|1|102|06:00:00|06:30:00|2|-|-|-|-|8798|11840|-|-|-|-|-|-|-|-|0|8798|11840|SM2H|TRABAJO|-|7|2002|-|-|-|-|-|-|-|-|-|-|2009|
0|1.3475|1|-|11720.527344|12240.0000|2025-04-21 15:52:51|2025-04-21 16:18:08|31|32|66|66|2|-|-|-|L4|-|-|-|SAN JOSE DE LA ESTRELLA|IRARRAZAVAL|5|25|620|231|2|2025-04-21 15:52:51|-|-|-|2025-04-21 16:18:08|-|-|-|620|-|-|-|231|-|-|-|SAN JOSE DE LA ESTRELLA|-|-|-|IRARRAZAVAL|-|-|-|32|-|-|-|66|-|-|-|205192|2|0|1|102|15:30:00|16:00:00|1|-|-|-|-|-|11720|-|-|-|-|-|-|-|-|0|0|11720|UE|HOGAR|42|112|1437|-|-|-|-|-|-|-|-|-|85|1676|
0|1.5808|2|-|24380.369141|0.0000|2025-04-21 14:33:02|2025-04-21 15:17:09|29|30|66|66|1|4|-|-|T487 00R|METROTREN|-|-|L-30-23-20-OP|ESTACION ALAMEDA|8|16|534|78|5|2025-04-21 14:33:02|2025-04-21 14:55:13|-|-|-|2025-04-21 15:17:09|-|-|534|560|-|-|-|78|-|-|L-30-23-20-OP|ESTACION NOS|-|-|-|ESTACION ALAMEDA|-|-|-|30|-|-|-|66|-|-|207240|1|1|1|102|14:30:00|15:00:00|4|17|-|-|-|1238|-|-|-|20146|-|-|-|-|-|0|1238|20146|M15M|OTROS|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|0.0000|1|-|-|0.0000|2025-04-21 16:01:05|-|32|-1|66|-1|2|-|-|-|L1|-|-|-|UNION LATINO AMERICANA|-|34|-1|280|-|2|2025-04-21 16:01:05|-|-|-|-|-|-|-|280|-|-|-|-|-|-|-|UNION LATINO AMERICANA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|207240|2|1|0|102|16:00:00|-|1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|0.0000|1|-|-|0.0000|2025-04-21 17:33:15|-|35|-1|67|-1|3|-|-|-|-|-|-|-|E-13-278-OP-30|-|-1|-1|819|-|1|2025-04-21 17:33:15|-|-|-|-|-|-|-|819|-|-|-|-|-|-|-|E-13-278-OP-30|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|207496|1|1|0|171|17:30:00|-|16|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|0.0000|3|-|-|0.0000|2025-04-21 17:35:34|-|35|-1|67|-1|1|2|1|-|T1107 00I|L1|T1209 02I|-|L-15-9-67-NS|-|22|-1|195|-|3|2025-04-21 17:35:34|2025-04-21 17:50:16|2025-04-21 18:06:52|-|2025-04-21 17:43:50|2025-04-21 18:03:44|-|-|195|213|178|-|213|175|-|-|L-15-9-67-NS|MANQUEHUE|T-14-125-NS-3|-|L-17-16-30-NS|MANUEL MONTT|-|-|35|36|-|-|67|67|-|-|208264|1|1|0|102|17:30:00|-|35|1|36|-|40.8534|5561|1869|189.7182|-|5294|-|15573|-|-|-|229|21134|7163|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.2585|1|-|10994.863281|13830.0000|2025-04-21 07:41:29|2025-04-21 08:18:40|15|16|62|63|2|-|-|-|L2|-|-|-|DEPARTAMENTAL|EL GOLF|39|3|364|214|2|2025-04-21 07:41:29|-|-|-|2025-04-21 08:18:40|-|-|-|364|-|-|-|214|-|-|-|DEPARTAMENTAL|-|-|-|EL GOLF|-|-|-|16|-|-|-|63|-|-|-|210056|1|0|1|171|07:30:00|08:00:00|1|-|-|-|-|-|10994|-|-|-|-|-|-|-|-|0|0|10994|SM2H|TRABAJO|41|156|2179|-|-|-|-|-|-|-|-|-|76|2452|
0|1.2893|1|-|10994.863281|13830.0000|2025-04-21 18:35:31|2025-04-21 19:11:28|37|38|68|68|2|-|-|-|L1|-|-|-|EL GOLF|DEPARTAMENTAL|3|39|214|364|2|2025-04-21 18:35:31|-|-|-|2025-04-21 19:11:28|-|-|-|214|-|-|-|364|-|-|-|EL GOLF|-|-|-|DEPARTAMENTAL|-|-|-|38|-|-|-|68|-|-|-|210056|2|0|1|171|18:30:00|19:00:00|1|-|-|-|-|-|10994|-|-|-|-|-|-|-|-|0|0|10994|UE|HOGAR|37|62|1758|-|-|-|-|-|-|-|-|-|65|1922|
0|0.0000|2|-|-|0.0000|2025-04-21 11:02:49|-|22|-1|64|-1|2|1|-|-|L1|T1004 00I|-|-|SALVADOR|-|23|-1|178|-|3|2025-04-21 11:02:49|2025-04-21 11:11:52|-|-|2025-04-21 11:10:24|-|-|-|178|176|-|-|179|-|-|-|SALVADOR|T-14-128-OP-13|-|-|LOS LEONES|-|-|-|22|-|-|-|64|-|-|-|263816|1|1|0|171|11:00:00|-|1|34|-|-|240.8319|-|2000|-|20654|-|-|-|-|-|-|240|20654|2000|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.2310|1|-|9777.984375|12460.0000|2025-04-21 09:17:59|2025-04-21 09:36:00|18|19|63|64|2|-|-|-|L4|-|-|-|MACUL|LOS LEONES|26|23|465|179|2|2025-04-21 09:17:59|-|-|-|2025-04-21 09:36:00|-|-|-|465|-|-|-|179|-|-|-|MACUL|-|-|-|LOS LEONES|-|-|-|19|-|-|-|64|-|-|-|268936|1|0|1|171|09:00:00|09:30:00|1|-|-|-|-|-|9777|-|-|-|-|-|-|-|-|0|0|9777|MS_M_M|OTROS|42|112|1282|-|-|-|-|-|-|-|-|-|76|1512|
0|1.2639|1|-|9777.984375|12460.0000|2025-04-21 11:15:49|2025-04-21 11:32:48|22|23|64|64|2|-|-|-|L1|-|-|-|LOS LEONES|MACUL|23|26|179|465|2|2025-04-21 11:15:49|-|-|-|2025-04-21 11:32:48|-|-|-|179|-|-|-|465|-|-|-|LOS LEONES|-|-|-|MACUL|-|-|-|23|-|-|-|64|-|-|-|268936|2|0|1|171|11:00:00|11:30:00|1|-|-|-|-|-|9777|-|-|-|-|-|-|-|-|0|0|9777|MS_M_M|TRABAJO|37|64|1293|-|-|-|-|-|-|-|-|-|71|1465|
0|1.3131|1|-|10515.262695|19760.0000|2025-04-21 13:40:59|2025-04-21 14:15:28|27|28|65|66|2|-|-|-|L4|-|-|-|MACUL|ESTACION CENTRAL|26|16|465|84|2|2025-04-21 13:40:59|-|-|-|2025-04-21 14:15:28|-|-|-|465|-|-|-|84|-|-|-|MACUL|-|-|-|ESTACION CENTRAL|-|-|-|28|-|-|-|66|-|-|-|268936|3|0|1|171|13:30:00|14:00:00|1|-|-|-|-|-|10515|-|-|-|-|-|-|-|-|0|0|10515|SM2H|TRABAJO|42|112|2266|-|-|-|-|-|-|-|-|-|76|2496|
0|1.4449|1|-|10515.262695|19760.0000|2025-04-21 18:14:12|2025-04-21 18:49:36|36|37|67|68|2|-|-|-|L1|-|-|-|ESTACION CENTRAL|MACUL|16|26|84|465|2|2025-04-21 18:14:12|-|-|-|2025-04-21 18:49:36|-|-|-|84|-|-|-|465|-|-|-|ESTACION CENTRAL|-|-|-|MACUL|-|-|-|37|-|-|-|68|-|-|-|268936|4|0|1|171|18:00:00|18:30:00|1|-|-|-|-|-|10515|-|-|-|-|-|-|-|-|0|0|10515|UE|HOGAR|37|62|2386|-|-|-|-|-|-|-|-|-|71|2556|
0|0.0000|2|-|-|0.0000|2025-04-21 14:54:34|-|29|-1|66|-1|2|3|-|-|L6|-|-|-|INES DE SUAREZ|-|23|-1|183|-|3|2025-04-21 14:54:34|2025-04-21 15:51:28|-|-|2025-04-21 15:34:24|-|-|-|183|780|-|-|658|-|-|-|INES DE SUAREZ|L-34-22-47-SN|-|-|HOSPITAL SOTERO DEL RIO|-|-|-|31|-|-|-|66|-|-|-|269960|1|1|0|171|14:30:00|-|1|34|-|-|172.6789|-|15439|-|-|-|-|-|-|-|-|172|0|15439|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
