tipodia|factor_expansion|n_etapas|tviaje|distancia_eucl|distancia_ruta|tiempo_inicio_viaje|tiempo_fin_viaje|mediahora_inicio_viaje|mediahora_fin_viaje|periodo_inicio_viaje|periodo_fin_viaje|tipo_transporte_1|tipo_transporte_2|tipo_transporte_3|tipo_transporte_4|srv_1|srv_2|srv_3|srv_4|paradero_inicio_viaje|paradero_fin_viaje|comuna_inicio_viaje|comuna_fin_viaje|zona_inicio_viaje|zona_fin_viaje|modos|tiempo_subida_1|tiempo_subida_2|tiempo_subida_3|tiempo_subida_4|tiempo_bajada_1|tiempo_bajada_2|tiempo_bajada_3|tiempo_bajada_4|zona_subida_1|zona_subida_2|zona_subida_3|zona_subida_4|zona_bajada_1|zona_bajada_2|zona_bajada_3|zona_bajada_4|paradero_subida_1|paradero_subida_2|paradero_subida_3|paradero_subida_4|paradero_bajada_1|paradero_bajada_2|paradero_bajada_3|paradero_bajada_4|mediahora_bajada_1|mediahora_bajada_2|mediahora_bajada_3|mediahora_bajada_4|periodo_bajada_1|periodo_bajada_2|periodo_bajada_3|periodo_bajada_4|id_tarjeta|id_viaje|netapassinbajada|ultimaetapaconbajada|contrato|mediahora_inicio_viaje_hora|mediahora_fin_viaje_hora|op_1era_etapa|op_2da_etapa|op_3era_etapa|op_4ta_etapa|dt1|dveh_ruta1|dveh_euc1|dt2|dveh_ruta2|dveh_euc2|dt3|dveh_ruta3|dveh_euc3|dveh_ruta4|dveh_euc4|dtfinal|dveh_rutafinal|dveh_eucfinal|tipo_corte_etapa_viaje|proposito|entrada|te0|tv1|tc1|te1|tv2|tc2|te2|tv3|tc3|te3|tv4|egreso|tviaje2|
0|1.5415|2|-|22136.798828|26968.0000|2025-04-25 17:14:46|2025-04-25 18:21:20|34|36|67|67|1|2|-|-|T1105 00I|L4|-|-|T-16-136-OP-35|LOS QUILLAYES|2|5|204|489|3|2025-04-25 17:14:46|2025-04-25 18:07:15|-|-|2025-04-25 18:02:19|2025-04-25 18:21:20|-|-|204|224|-|-|224|489|-|-|T-16-136-OP-35|FRANCISCO BILBAO|-|-|E-14-170-SN-10|LOS QUILLAYES|-|-|36|36|-|-|67|67|-|-|67208|3|0|1|171|17:00:00|18:00:00|35|1|-|-|68.0661|1785|9514|-|-|14321|-|-|-|-|-|68|1785|23835|UE|HOGAR|-|100|2853|329|75|1354|-|-|-|-|-|-|71|4782|
0|1.4109|1|-|3934.488525|5540.0000|2025-04-25 16:02:00|2025-04-25 16:22:56|32|32|66|66|2|-|-|-|L1|-|-|-|ESTACION CENTRAL|FRANKLIN|16|34|84|303|2|2025-04-25 16:02:00|-|-|-|2025-04-25 16:22:56|-|-|-|84|-|-|-|303|-|-|-|ESTACION CENTRAL|-|-|-|FRANKLIN|-|-|-|32|-|-|-|66|-|-|-|70536|1|0|1|171|16:00:00|16:00:00|1|-|-|-|-|-|3934|-|-|-|-|-|-|-|-|0|0|3934|MS_M_M|OTROS|37|64|829|-|-|-|-|-|-|-|-|-|110|1040|
0|1.4296|1|-|3934.488525|5540.0000|2025-04-25 16:51:33|2025-04-25 17:13:04|33|34|67|67|2|-|-|-|L6|-|-|-|FRANKLIN|ESTACION CENTRAL|34|16|303|84|2|2025-04-25 16:51:33|-|-|-|2025-04-25 17:13:04|-|-|-|303|-|-|-|84|-|-|-|FRANKLIN|-|-|-|ESTACION CENTRAL|-|-|-|34|-|-|-|67|-|-|-|70536|2|0|1|171|16:30:00|17:00:00|1|-|-|-|-|-|3934|-|-|-|-|-|-|-|-|0|0|3934|UE|HOGAR|41|105|1068|-|-|-|-|-|-|-|-|-|76|1290|
0|0.0000|1|-|-|0.0000|2025-04-25 08:13:31|-|16|-1|63|-1|2|-|-|-|L2|-|-|-|HOSPITAL EL PINO|-|8|-1|430|-|2|2025-04-25 08:13:31|-|-|-|-|-|-|-|430|-|-|-|-|-|-|-|HOSPITAL EL PINO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|73608|1|1|0|171|08:00:00|-|1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|0.0000|1|-|-|0.0000|2025-04-25 15:22:44|-|30|-1|66|-1|1|-|-|-|F48 00I|-|-|-|T-33-89-PO-25|-|5|-1|469|-|1|2025-04-25 15:22:44|-|-|-|-|-|-|-|469|-|-|-|-|-|-|-|T-33-89-PO-25|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|134536|1|1|0|171|15:00:00|-|9|-|-|-|-|27753|-|-|-|-|-|-|-|-|-|0|27753|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|0.0000|1|-|-|0.0000|2025-04-25 08:30:49|-|17|-1|63|-1|1|-|-|-|T1201 01I|-|-|-|L-32-37-10-NS|-|-1|-1|455|-|1|2025-04-25 08:30:49|-|-|-|-|-|-|-|455|-|-|-|-|-|-|-|L-32-37-10-NS|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|135048|1|1|0|171|08:30:00|-|36|-|-|-|-|17902|-|-|-|-|-|-|-|-|-|0|17902|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.5585|2|-|11509.596680|18058.0000|2025-04-25 15:57:55|2025-04-25 16:37:52|31|33|66|67|1|2|-|-|T201 E0 00R|L2|-|-|T-30-243-SN-30|ECUADOR|8|16|665|79|3|2025-04-25 15:57:55|2025-04-25 16:26:25|-|-|2025-04-25 16:23:17|2025-04-25 16:37:52|-|-|665|282|-|-|282|79|-|-|T-30-243-SN-30|LOS HEROES|-|-|E-20-188-SN-55|ECUADOR|-|-|32|33|-|-|66|67|-|-|136328|1|0|1|171|15:30:00|16:30:00|2|1|-|-|67.4685|6750|13294|-|-|3793|-|-|-|-|-|67|6750|17087|MS_M_M|TRABAJO|-|488|1522|225|64|481|-|-|-|-|-|-|76|2856|
0|0.0000|2|-|-|0.0000|2025-04-25 18:41:12|-|37|-1|68|-1|2|1|-|-|L1|T201 E0 00R|-|-|ECUADOR|-|16|-1|79|-|3|2025-04-25 18:41:12|2025-04-25 18:55:54|-|-|2025-04-25 19:00:16|-|-|-|79|275|-|-|274|-|-|-|ECUADOR|T-20-188-SN-65|-|-|SANTA ANA|-|-|-|38|-|-|-|68|-|-|-|136328|2|1|0|171|18:30:00|-|1|2|-|-|38.0789|-|4171|-|22225|-|-|-|-|-|-|38|22225|4171|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.3846|1|-|9566.230469|12490.0000|2025-04-25 09:54:37|2025-04-25 10:32:00|19|21|64|64|2|-|-|-|L3|-|-|-|LOS LIBERTADORES|ESTACION CENTRAL|20|16|557|84|2|2025-04-25 09:54:37|-|-|-|2025-04-25 10:32:00|-|-|-|557|-|-|-|84|-|-|-|LOS LIBERTADORES|-|-|-|ESTACION CENTRAL|-|-|-|21|-|-|-|64|-|-|-|140680|1|0|1|171|09:30:00|10:30:00|1|-|-|-|-|-|9566|-|-|-|-|-|-|-|-|0|0|9566|MS_M_M|TRABAJO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.3392|1|-|9566.230469|12500.0000|2025-04-25 13:01:50|2025-04-25 13:39:12|26|27|65|65|2|-|-|-|L1|-|-|-|ESTACION CENTRAL|LOS LIBERTADORES|16|20|84|557|2|2025-04-25 13:01:50|-|-|-|2025-04-25 13:39:12|-|-|-|84|-|-|-|557|-|-|-|ESTACION CENTRAL|-|-|-|LOS LIBERTADORES|-|-|-|27|-|-|-|65|-|-|-|140680|2|0|1|171|13:00:00|13:30:00|1|-|-|-|-|-|9566|-|-|-|-|-|-|-|-|0|0|9566|MS_M_B|OTROS|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.5077|1|-|143.279449|179.0000|2025-04-25 13:42:33|2025-04-25 13:43:42|27|27|65|65|3|-|-|-|T836 00I|-|-|-|I-6-454-PO-14|T-3-10-NS-10|20|21|557|732|1|2025-04-25 13:43:13|-|-|-|2025-04-25 13:43:42|-|-|-|557|-|-|-|732|-|-|-|I-6-454-PO-14|-|-|-|T-3-10-NS-10|-|-|-|27|-|-|-|65|-|-|-|140680|3|0|1|171|13:30:00|13:30:00|32|-|-|-|-|32|143|-|-|-|-|-|-|-|-|0|32|143|UE|HOGAR|-|40|28|-|-|-|-|-|-|-|-|-|-|68|
0|0.0000|1|-|-|0.0000|2025-04-25 09:12:44|-|18|-1|63|-1|1|-|-|-|T506 00R|-|-|-|L-32-11-45-NS|-|-1|-1|765|-|1|2025-04-25 09:12:44|-|-|-|-|-|-|-|765|-|-|-|-|-|-|-|L-32-11-45-NS|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|143496|1|1|0|171|09:00:00|-|5|-|-|-|-|25|-|-|-|-|-|-|-|-|-|0|25|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.5025|2|-|70.682388|4204.0000|2025-04-25 07:36:17|2025-04-25 07:56:03|15|15|62|62|1|1|-|-|F48 00R|T328 00I|-|-|T-12-55-NS-45|T-12-55-SN-50|32|32|151|151|1|2025-04-25 07:36:17|2025-04-25 07:51:27|-|-|2025-04-25 07:41:36|2025-04-25 07:56:03|-|-|151|700|-|-|697|151|-|-|T-12-55-NS-45|L-13-14-5-PO|-|-|T-13-88-OP-10|T-12-55-SN-50|-|-|15|15|-|-|62|62|-|-|199560|1|0|1|171|07:30:00|07:30:00|9|16|-|-|82.1340|17472|2017|-|12054|2035|-|-|-|-|-|82|29526|4052|SM2H|TRABAJO|-|215|319|54|537|276|-|-|-|-|-|-|-|-|
0|1.3834|1|-|2095.459961|2177.0000|2025-04-25 12:14:43|2025-04-25 12:19:23|24|24|64|64|1|-|-|-|T328 00R|-|-|-|T-12-55-NS-45|L-13-14-10-OP|32|-1|151|697|1|2025-04-25 12:14:43|-|-|-|2025-04-25 12:19:23|-|-|-|151|-|-|-|697|-|-|-|T-12-55-NS-45|-|-|-|L-13-14-10-OP|-|-|-|24|-|-|-|64|-|-|-|199560|2|0|1|171|12:00:00|12:00:00|16|-|-|-|-|10393|2095|-|-|-|-|-|-|-|-|0|10393|2095|RD|OTROS|-|139|280|-|-|-|-|-|-|-|-|-|-|419|
0|1.7888|1|-|2101.986084|2178.0000|2025-04-25 12:55:53|2025-04-25 13:01:28|25|26|65|65|1|-|-|-|F48 00I|-|-|-|T-13-88-PO-5|T-12-55-SN-50|-1|32|700|151|1|2025-04-25 12:55:53|-|-|-|2025-04-25 13:01:28|-|-|-|700|-|-|-|151|-|-|-|T-13-88-PO-5|-|-|-|T-12-55-SN-50|-|-|-|26|-|-|-|65|-|-|-|199560|3|0|1|171|12:30:00|13:00:00|9|-|-|-|-|13421|2101|-|-|-|-|-|-|-|-|0|13421|2101|UE|HOGAR|-|14|334|-|-|-|-|-|-|-|-|-|-|348|
0|0.0000|2|-|-|0.0000|2025-04-25 13:19:03|-|26|-1|65|-1|1|2|-|-|T1203 00I|L3|-|-|L-32-22-25-SN|-|-1|-1|454|-|3|2025-04-25 13:19:03|2025-04-25 13:29:29|-|-|2025-04-25 13:26:12|-|-|-|454|257|-|-|236|-|-|-|L-32-22-25-SN|PLAZA EGANA|-|-|E-18-157-OP-5|-|-|-|26|-|-|-|65|-|-|-|202632|1|1|0|171|13:00:00|-|36|1|-|-|71.3863|4590|1435|-|-|-|-|-|-|-|-|71|4590|1435|SM2H|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.8407|1|-|2697.975830|2699.0000|2025-04-25 19:03:12|2025-04-25 19:11:43|38|38|68|68|1|-|-|-|T506 00R|-|-|-|T-32-156-OP-5|T-32-156-OP-75|-1|-1|765|459|1|2025-04-25 19:03:12|-|-|-|2025-04-25 19:11:43|-|-|-|765|-|-|-|459|-|-|-|T-32-156-OP-5|-|-|-|T-32-156-OP-75|-|-|-|38|-|-|-|68|-|-|-|202632|2|0|1|171|19:00:00|19:00:00|5|-|-|-|-|1376|2697|-|-|-|-|-|-|-|-|0|1376|2697|M3B|TRABAJO|-|140|511|-|-|-|-|-|-|-|-|-|-|651|
0|0.0000|1|-|-|0.0000|2025-04-25 21:46:34|-|43|-1|69|-1|1|-|-|-|T1203 00I|-|-|-|L-32-22-25-SN|-|-1|-1|454|-|1|2025-04-25 21:46:34|-|-|-|-|-|-|-|454|-|-|-|-|-|-|-|L-32-22-25-SN|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|202632|3|1|0|171|21:30:00|-|36|-|-|-|-|4554|-|-|-|-|-|-|-|-|-|0|4554|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.3651|2|-|7551.462402|9686.0000|2025-04-25 07:32:51|2025-04-25 08:20:06|15|16|62|63|2|3|-|-|L3|T507 00I|-|-|HOSPITALES|T-18-156-PO-37|36|-1|8|246|3|2025-04-25 07:32:51|2025-04-25 08:07:01|-|-|2025-04-25 07:54:08|2025-04-25 08:20:06|-|-|8|231|-|-|231|246|-|-|HOSPITALES|E-18-156-PO-5|-|-|IRARRAZAVAL|T-18-156-PO-37|-|-|15|16|-|-|62|63|-|-|204680|1|0|1|171|07:30:00|08:00:00|1|5|-|-|187.0668|-|4755|-|20798|3081|-|-|-|-|-|187|20798|7836|SM2H|TRABAJO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.2880|2|-|7569.712891|9627.0000|2025-04-25 15:54:16|2025-04-25 16:29:20|31|32|66|66|3|2|-|-|T506 00R|L3|-|-|T-18-156-OP-38|HOSPITALES|-1|36|240|8|3|2025-04-25 15:55:38|2025-04-25 16:07:54|-|-|2025-04-25 16:04:39|2025-04-25 16:29:20|-|-|240|231|-|-|231|8|-|-|T-18-156-OP-38|IRARRAZAVAL|-|-|E-18-156-OP-70|HOSPITALES|-|-|32|32|-|-|66|66|-|-|204680|2|0|1|171|15:30:00|16:00:00|5|1|-|-|179.8360|6993|3019|-|-|4755|-|-|-|-|-|179|6993|7774|UE|HOGAR|-|82|541|-|-|-|-|-|-|-|-|-|-|623|
0|0.0000|1|-|-|0.0000|2025-04-25 14:40:47|-|29|-1|66|-1|2|-|-|-|L1|-|-|-|SANTA LUCIA|-|34|-1|286|-|2|2025-04-25 14:40:47|-|-|-|-|-|-|-|286|-|-|-|-|-|-|-|SANTA LUCIA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|207240|1|1|0|102|14:30:00|-|1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|0.0000|1|-|-|0.0000|2025-04-25 16:35:20|-|33|-1|67|-1|3|-|-|-|-|-|-|-|E-13-278-OP-30|-|-1|-1|819|-|1|2025-04-25 16:35:20|-|-|-|-|-|-|-|819|-|-|-|-|-|-|-|E-13-278-OP-30|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|207496|1|1|0|171|16:30:00|-|16|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.4364|2|-|3977.902100|4945.0000|2025-04-25 16:32:04|2025-04-25 17:00:48|33|34|67|67|1|2|-|-|T1114 00R|L1|-|-|L-15-9-67-NS|TOBALABA|22|23|195|206|3|2025-04-25 16:32:04|2025-04-25 16:51:39|-|-|2025-04-25 16:41:45|2025-04-25 17:00:48|-|-|195|213|-|-|208|206|-|-|L-15-9-67-NS|MANQUEHUE|-|-|L-17-16-20-NS|TOBALABA|-|-|33|34|-|-|67|67|-|-|208264|1|0|1|102|16:30:00|17:00:00|35|1|-|-|465.2279|11296|1479|-|-|3347|-|-|-|-|-|465|11296|4826|MS_M_M|OTROS|-|9|580|632|64|348|-|-|-|-|-|-|101|1734|
0|0.0000|1|-|-|0.0000|2025-04-25 18:07:34|-|36|-1|67|-1|2|-|-|-|L4|-|-|-|TOBALABA|-|23|-1|206|-|2|2025-04-25 18:07:34|-|-|-|-|-|-|-|206|-|-|-|-|-|-|-|TOBALABA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|208264|2|1|0|102|18:00:00|-|1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|0|MS_M_M|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.3166|1|-|565.184021|710.0000|2025-04-25 18:08:16|2025-04-25 18:13:20|36|36|67|67|2|-|-|-|L4|-|-|-|TOBALABA|EL GOLF|23|3|206|214|2|2025-04-25 18:08:16|-|-|-|2025-04-25 18:13:20|-|-|-|206|-|-|-|214|-|-|-|TOBALABA|-|-|-|EL GOLF|-|-|-|36|-|-|-|67|-|-|-|208264|3|0|1|102|18:00:00|18:00:00|1|-|-|-|-|-|565|-|-|-|-|-|-|-|-|0|0|565|MS_M_M|OTROS|37|62|103|-|-|-|-|-|-|-|-|-|76|278|
0|0.0000|2|-|-|0.0000|2025-04-25 19:12:31|-|38|-1|68|-1|2|1|-|-|L1|T327 00I|-|-|EL GOLF|-|3|-1|214|-|3|2025-04-25 19:12:31|2025-04-25 19:33:46|-|-|2025-04-25 19:21:36|-|-|-|214|178|-|-|175|-|-|-|EL GOLF|T-14-125-NS-5|-|-|MANUEL MONTT|-|-|-|38|-|-|-|68|-|-|-|208264|4|1|0|102|19:00:00|-|1|16|-|-|210.0524|-|2545|-|73|-|-|-|-|-|-|210|73|2545|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.2809|1|-|10994.863281|13830.0000|2025-04-25 07:43:15|2025-04-25 08:20:48|15|16|62|63|2|-|-|-|L2|-|-|-|DEPARTAMENTAL|EL GOLF|39|3|364|214|2|2025-04-25 07:43:15|-|-|-|2025-04-25 08:20:48|-|-|-|364|-|-|-|214|-|-|-|DEPARTAMENTAL|-|-|-|EL GOLF|-|-|-|16|-|-|-|63|-|-|-|210056|1|0|1|171|07:30:00|08:00:00|1|-|-|-|-|-|10994|-|-|-|-|-|-|-|-|0|0|10994|SM2H|TRABAJO|41|156|2179|-|-|-|-|-|-|-|-|-|76|2452|
0|1.2987|1|-|10994.863281|13830.0000|2025-04-25 16:23:08|2025-04-25 16:58:40|32|33|66|67|2|-|-|-|L1|-|-|-|EL GOLF|DEPARTAMENTAL|3|39|214|364|2|2025-04-25 16:23:08|-|-|-|2025-04-25 16:58:40|-|-|-|214|-|-|-|364|-|-|-|EL GOLF|-|-|-|DEPARTAMENTAL|-|-|-|33|-|-|-|67|-|-|-|210056|2|0|1|171|16:00:00|16:30:00|1|-|-|-|-|-|10994|-|-|-|-|-|-|-|-|0|0|10994|UE|HOGAR|37|64|1758|-|-|-|-|-|-|-|-|-|65|1924|
0|0.0000|2|-|-|0.0000|2025-04-25 10:01:25|-|20|-1|64|-1|2|1|-|-|L1|T1004 00I|-|-|SALVADOR|-|23|-1|178|-|3|2025-04-25 10:01:25|2025-04-25 10:19:27|-|-|2025-04-25 10:09:04|-|-|-|178|176|-|-|179|-|-|-|SALVADOR|T-14-128-OP-13|-|-|LOS LEONES|-|-|-|20|-|-|-|64|-|-|-|263816|1|1|0|171|10:00:00|-|1|34|-|-|241.8471|-|2000|-|20650|-|-|-|-|-|-|241|20650|2000|MS_M_B|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|0.0000|2|-|-|0.0000|2025-04-25 10:57:17|-|21|-1|64|-1|1|3|-|-|T572 00R|-|-|-|E-18-157-OP-45|-|-1|-1|240|-|1|2025-04-25 10:57:17|2025-04-25 11:25:46|-|-|2025-04-25 11:12:16|-|-|-|240|231|-|-|231|-|-|-|E-18-157-OP-45|E-18-156-PO-5|-|-|T-18-157-OP-85|-|-|-|22|-|-|-|64|-|-|-|263816|2|1|0|171|10:30:00|-|5|5|-|-|353.3907|10297|2846|-|-|-|-|-|-|-|-|353|10297|2846|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
