tipodia|factor_expansion|n_etapas|tviaje|distancia_eucl|distancia_ruta|tiempo_inicio_viaje|tiempo_fin_viaje|mediahora_inicio_viaje|mediahora_fin_viaje|periodo_inicio_viaje|periodo_fin_viaje|tipo_transporte_1|tipo_transporte_2|tipo_transporte_3|tipo_transporte_4|srv_1|srv_2|srv_3|srv_4|paradero_inicio_viaje|paradero_fin_viaje|comuna_inicio_viaje|comuna_fin_viaje|zona_inicio_viaje|zona_fin_viaje|modos|tiempo_subida_1|tiempo_subida_2|tiempo_subida_3|tiempo_subida_4|tiempo_bajada_1|tiempo_bajada_2|tiempo_bajada_3|tiempo_bajada_4|zona_subida_1|zona_subida_2|zona_subida_3|zona_subida_4|zona_bajada_1|zona_bajada_2|zona_bajada_3|zona_bajada_4|paradero_subida_1|paradero_subida_2|paradero_subida_3|paradero_subida_4|paradero_bajada_1|paradero_bajada_2|paradero_bajada_3|paradero_bajada_4|mediahora_bajada_1|mediahora_bajada_2|mediahora_bajada_3|mediahora_bajada_4|periodo_bajada_1|periodo_bajada_2|periodo_bajada_3|periodo_bajada_4|id_tarjeta|id_viaje|netapassinbajada|ultimaetapaconbajada|contrato|mediahora_inicio_viaje_hora|mediahora_fin_viaje_hora|op_1era_etapa|op_2da_etapa|op_3era_etapa|op_4ta_etapa|dt1|dveh_ruta1|dveh_euc1|dt2|dveh_ruta2|dveh_euc2|dt3|dveh_ruta3|dveh_euc3|dveh_ruta4|dveh_euc4|dtfinal|dveh_rutafinal|dveh_eucfinal|tipo_corte_etapa_viaje|proposito|entrada|te0|tv1|tc1|te1|tv2|tc2|te2|tv3|tc3|te3|tv4|egreso|tviaje2|
0|1.2036|1|-|9263.314453|9400.0000|2025-04-22 11:56:52|2025-04-22 12:20:16|23|24|64|64|2|-|-|-|L1|-|-|-|ALCANTARA|ESTACION CENTRAL|3|16|214|84|2|2025-04-22 11:56:52|-|-|-|2025-04-22 12:20:16|-|-|-|214|-|-|-|84|-|-|-|ALCANTARA|-|-|-|ESTACION CENTRAL|-|-|-|24|-|-|-|64|-|-|-|70536|2|0|1|171|11:30:00|12:00:00|1|-|-|-|-|-|9263|-|-|-|-|-|-|-|-|0|0|9263|UE|HOGAR|37|64|1236|-|-|-|-|-|-|-|-|-|76|1413|
0|0.0000|1|-|-|0.0000|2025-04-22 08:16:04|-|16|-1|63|-1|2|-|-|-|L2|-|-|-|HOSPITAL EL PINO|-|8|-1|430|-|2|2025-04-22 08:16:04|-|-|-|-|-|-|-|430|-|-|-|-|-|-|-|HOSPITAL EL PINO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|73608|1|1|0|171|08:00:00|-|1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.2106|1|-|14847.074219|15160.0000|2025-04-22 07:24:43|2025-04-22 08:01:36|14|16|62|63|2|-|-|-|L1|-|-|-|PAJARITOS|MANQUEHUE|17|3|71|213|2|2025-04-22 07:24:43|-|-|-|2025-04-22 08:01:36|-|-|-|71|-|-|-|213|-|-|-|PAJARITOS|-|-|-|MANQUEHUE|-|-|-|16|-|-|-|63|-|-|-|80520|1|0|1|102|07:00:00|08:00:00|1|-|-|-|-|-|14847|-|-|-|-|-|-|-|-|0|0|14847|SM2H|TRABAJO|37|60|2116|-|-|-|-|-|-|-|-|-|101|2314|
0|1.2596|1|-|14847.074219|15160.0000|2025-04-22 17:54:43|2025-04-22 18:27:44|35|36|67|67|2|-|-|-|L1|-|-|-|MANQUEHUE|PAJARITOS|3|17|213|71|2|2025-04-22 17:54:43|-|-|-|2025-04-22 18:27:44|-|-|-|213|-|-|-|71|-|-|-|MANQUEHUE|-|-|-|PAJARITOS|-|-|-|36|-|-|-|67|-|-|-|80520|2|0|1|102|17:30:00|18:00:00|1|-|-|-|-|-|14847|-|-|-|-|-|-|-|-|0|0|14847|UE|HOGAR|37|64|1878|-|-|-|-|-|-|-|-|-|37|2016|
0|1.3427|1|-|1444.701050|2232.0000|2025-04-22 08:30:47|2025-04-22 08:42:58|17|17|63|63|1|-|-|-|T1201 01I|-|-|-|L-32-37-10-NS|L-32-4-25-OP|-1|-1|455|766|1|2025-04-22 08:30:47|-|-|-|2025-04-22 08:42:58|-|-|-|455|-|-|-|766|-|-|-|L-32-37-10-NS|-|-|-|L-32-4-25-OP|-|-|-|17|-|-|-|63|-|-|-|135048|1|0|1|171|08:30:00|08:30:00|36|-|-|-|-|17891|1444|-|-|-|-|-|-|-|-|0|17891|1444|SM2H|TRABAJO|-|1113|730|-|-|-|-|-|-|-|-|-|-|-|
0|1.8417|1|-|1481.106689|15680.0000|2025-04-22 20:08:27|2025-04-22 20:15:03|40|40|68|68|1|-|-|-|T1201 00I|-|-|-|L-32-4-25-OP|L-32-7-21-NS|-1|-1|766|455|1|2025-04-22 20:08:27|-|-|-|2025-04-22 20:15:03|-|-|-|766|-|-|-|455|-|-|-|L-32-4-25-OP|-|-|-|L-32-7-21-NS|-|-|-|40|-|-|-|68|-|-|-|135048|2|0|1|171|20:00:00|20:00:00|36|-|-|-|-|2051|1481|-|-|-|-|-|-|-|-|0|2051|1481|UE|HOGAR|-|1909|396|-|-|-|-|-|-|-|-|-|-|-|
0|1.2492|1|-|5773.174316|5850.0000|2025-04-22 08:44:38|2025-04-22 09:01:52|17|18|63|63|2|-|-|-|L1|-|-|-|LA MONEDA|TOBALABA|34|23|284|206|2|2025-04-22 08:44:38|-|-|-|2025-04-22 09:01:52|-|-|-|284|-|-|-|206|-|-|-|LA MONEDA|-|-|-|TOBALABA|-|-|-|18|-|-|-|63|-|-|-|135816|1|0|1|171|08:30:00|09:00:00|1|-|-|-|-|-|5773|-|-|-|-|-|-|-|-|0|0|5773|SM2H|TRABAJO|37|56|855|-|-|-|-|-|-|-|-|-|101|1049|
0|1.2877|1|-|5773.174316|5850.0000|2025-04-22 18:55:45|2025-04-22 19:12:32|37|38|68|68|2|-|-|-|L4|-|-|-|TOBALABA|LA MONEDA|23|34|206|284|2|2025-04-22 18:55:45|-|-|-|2025-04-22 19:12:32|-|-|-|206|-|-|-|284|-|-|-|TOBALABA|-|-|-|LA MONEDA|-|-|-|38|-|-|-|68|-|-|-|135816|2|0|1|171|18:30:00|19:00:00|1|-|-|-|-|-|5773|-|-|-|-|-|-|-|-|0|0|5773|UE|HOGAR|37|62|763|-|-|-|-|-|-|-|-|-|76|938|
0|1.5791|2|-|18626.945312|20646.0000|2025-04-22 15:42:07|2025-04-22 16:25:36|31|32|66|66|1|2|-|-|T201 E0 00R|L2|-|-|T-30-243-SN-30|TOBALABA|8|23|665|206|3|2025-04-22 15:42:07|2025-04-22 16:07:24|-|-|2025-04-22 16:05:18|2025-04-22 16:25:36|-|-|665|282|-|-|282|206|-|-|T-30-243-SN-30|LOS HEROES|-|-|E-20-188-SN-55|TOBALABA|-|-|32|32|-|-|66|66|-|-|136328|1|0|1|171|15:30:00|16:00:00|2|1|-|-|50.2494|6760|13296|-|-|6321|-|-|-|-|-|50|6760|19617|MS_M_M|OTROS|-|239|1390|164|64|952|-|-|-|-|-|-|101|2910|
0|0.0000|2|-|-|0.0000|2025-04-22 18:05:59|-|36|-1|67|-1|2|1|-|-|L4|T201 E0 00R|-|-|TOBALABA|-|23|-1|206|-|3|2025-04-22 18:05:59|2025-04-22 18:36:27|-|-|2025-04-22 18:27:44|-|-|-|206|275|-|-|274|-|-|-|TOBALABA|T-20-188-SN-65|-|-|SANTA ANA|-|-|-|36|-|-|-|67|-|-|-|136328|2|1|0|171|18:00:00|-|1|2|-|-|28.6531|-|5891|-|22234|-|-|-|-|-|-|28|22234|5891|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.3812|1|-|8370.022461|9079.0000|2025-04-22 08:57:25|2025-04-22 09:28:25|17|18|63|63|3|-|-|-|T308 00R|-|-|-|E-20-291-PO-10|T-6-7-OP-1|34|20|307|557|1|2025-04-22 08:59:35|-|-|-|2025-04-22 09:28:25|-|-|-|307|-|-|-|557|-|-|-|E-20-291-PO-10|-|-|-|T-6-7-OP-1|-|-|-|18|-|-|-|63|-|-|-|140680|1|0|1|171|08:30:00|09:00:00|16|-|-|-|-|701|8370|-|-|-|-|-|-|-|-|0|701|8370|M15M|OTROS|-|130|1729|-|-|-|-|-|-|-|-|-|-|1859|
0|1.3467|1|-|8335.127930|8520.0000|2025-04-22 09:51:39|2025-04-22 10:14:24|19|20|64|64|2|-|-|-|L3|-|-|-|LOS LIBERTADORES|CAL Y CANTO|20|34|557|266|2|2025-04-22 09:51:39|-|-|-|2025-04-22 10:14:24|-|-|-|557|-|-|-|266|-|-|-|LOS LIBERTADORES|-|-|-|CAL Y CANTO|-|-|-|20|-|-|-|64|-|-|-|140680|2|0|1|171|09:30:00|10:00:00|1|-|-|-|-|-|8335|-|-|-|-|-|-|-|-|0|0|8335|UE|HOGAR|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.2575|2|-|15377.564453|16187.0000|2025-04-22 07:07:46|2025-04-22 07:48:48|14|15|62|62|4|2|-|-|METROTREN|L1|-|-|ESTACION LO BLANCO|SANTA ANA|30|34|391|274|6|2025-04-22 07:07:46|2025-04-22 07:33:59|-|-|2025-04-22 07:21:05|2025-04-22 07:48:48|-|-|391|84|-|-|78|274|-|-|ESTACION LO BLANCO|ESTACION CENTRAL|-|-|ESTACION ALAMEDA|SANTA ANA|-|-|14|15|-|-|62|62|-|-|141960|1|0|1|171|07:00:00|07:30:00|17|1|-|-|194.5585|-|13517|-|-|2261|-|-|-|-|-|194|0|15778|SM2H|TRABAJO|-|-|799|811|60|564|-|-|-|-|-|-|78|2312|
0|1.3125|2|-|15377.564453|16187.0000|2025-04-22 17:25:02|2025-04-22 17:52:37|34|35|67|67|2|4|-|-|L5|METROTREN|-|-|SANTA ANA|ESTACION LO BLANCO|34|30|274|391|6|2025-04-22 17:25:02|2025-04-22 17:39:18|-|-|2025-04-22 17:39:12|2025-04-22 17:52:37|-|-|274|78|-|-|84|391|-|-|SANTA ANA|ESTACION ALAMEDA|-|-|ESTACION CENTRAL|ESTACION LO BLANCO|-|-|35|35|-|-|67|67|-|-|141960|2|0|1|171|17:00:00|17:30:00|1|17|-|-|194.5585|-|2261|-|-|13517|-|-|-|-|-|194|0|15778|UE|HOGAR|41|105|505|205|41|799|-|-|-|-|-|-|-|1696|
0|1.4625|1|-|2042.931519|2117.0000|2025-04-22 12:46:21|2025-04-22 12:52:43|25|25|65|65|1|-|-|-|T328 00R|-|-|-|T-12-55-NS-45|L-13-14-10-OP|32|-1|151|697|1|2025-04-22 12:46:21|-|-|-|2025-04-22 12:52:43|-|-|-|151|-|-|-|697|-|-|-|T-12-55-NS-45|-|-|-|L-13-14-10-OP|-|-|-|25|-|-|-|65|-|-|-|199560|1|0|1|171|12:30:00|12:30:00|16|-|-|-|-|10558|2042|-|-|-|-|-|-|-|-|0|10558|2042|RD|OTROS|-|193|382|-|-|-|-|-|-|-|-|-|-|575|
0|1.4537|1|-|2071.744385|2144.0000|2025-04-22 13:06:42|2025-04-22 13:11:18|26|26|65|65|1|-|-|-|T328 00I|-|-|-|L-13-14-5-PO|T-12-55-SN-50|-1|32|700|151|1|2025-04-22 13:06:42|-|-|-|2025-04-22 13:11:18|-|-|-|700|-|-|-|151|-|-|-|L-13-14-5-PO|-|-|-|T-12-55-SN-50|-|-|-|26|-|-|-|65|-|-|-|199560|2|0|1|171|13:00:00|13:00:00|16|-|-|-|-|12009|2071|-|-|-|-|-|-|-|-|0|12009|2071|SM2H|TRABAJO|-|311|276|-|-|-|-|-|-|-|-|-|-|587|
0|1.4437|2|-|5075.557617|9681.0000|2025-04-22 18:24:15|2025-04-22 19:02:24|36|38|67|68|1|2|-|-|T317 00I|L6|-|-|T-12-55-SN-50|DEPARTAMENTAL|32|39|151|364|3|2025-04-22 18:24:15|2025-04-22 18:36:37|-|-|2025-04-22 18:31:52|2025-04-22 19:02:24|-|-|151|150|-|-|151|364|-|-|T-12-55-SN-50|CERRILLOS|-|-|T-12-89-PO-3|DEPARTAMENTAL|-|-|37|38|-|-|68|68|-|-|199560|3|0|1|171|18:00:00|19:00:00|16|1|-|-|48.4149|19152|2216|-|-|4396|-|-|-|-|-|48|19152|6612|MS_M_M|OTROS|-|455|457|-|-|-|-|-|-|-|-|-|-|912|
0|1.4203|2|-|5089.291016|9623.0000|2025-04-22 19:42:29|2025-04-22 20:14:24|39|40|68|68|2|3|-|-|L2|T328 C0 00R|-|-|DEPARTAMENTAL|T-12-55-NS-45|39|32|364|151|3|2025-04-22 19:42:29|2025-04-22 20:09:24|-|-|2025-04-22 20:07:28|2025-04-22 20:14:24|-|-|364|151|-|-|150|151|-|-|DEPARTAMENTAL|T-12-55-NS-15|-|-|CERRILLOS|T-12-55-NS-45|-|-|40|40|-|-|68|68|-|-|199560|4|0|1|171|19:30:00|20:00:00|1|5|-|-|79.0759|-|4396|-|822|2160|-|-|-|-|-|79|822|6556|UE|HOGAR|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|0.0000|2|-|-|0.0000|2025-04-22 13:22:57|-|26|-1|65|-1|1|1|-|-|T212 00R|T216 00I|-|-|T-23-205-SN-52|-|29|-1|339|-|1|2025-04-22 13:22:57|2025-04-22 13:33:02|-|-|2025-04-22 13:32:05|-|-|-|339|356|-|-|356|-|-|-|T-23-205-SN-52|E-22-205-SN-31|-|-|E-22-205-SN-33|-|-|-|27|-|-|-|65|-|-|-|202632|1|1|0|171|13:00:00|-|2|2|-|-|29.2062|4969|3642|-|8572|-|-|-|-|-|-|29|13541|3642|SM2H|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.4618|1|-|1998.049316|1998.0000|2025-04-22 18:20:33|2025-04-22 18:29:14|36|36|67|67|1|-|-|-|T519 00I|-|-|-|T-32-156-PO-35|T-32-156-PO-60|-1|-1|459|766|1|2025-04-22 18:20:33|-|-|-|2025-04-22 18:29:14|-|-|-|459|-|-|-|766|-|-|-|T-32-156-PO-35|-|-|-|T-32-156-PO-60|-|-|-|36|-|-|-|67|-|-|-|202632|2|0|1|171|18:00:00|18:00:00|5|-|-|-|-|11852|1998|-|-|-|-|-|-|-|-|0|11852|1998|M3B|OTROS|-|148|520|-|-|-|-|-|-|-|-|-|-|668|
0|0.0000|2|-|-|0.0000|2025-04-22 19:22:47|-|38|-1|68|-1|1|1|-|-|T519 00R|T1203 00R|-|-|T-32-156-OP-5|-|-1|-1|765|-|1|2025-04-22 19:22:47|2025-04-22 22:38:15|-|-|-|-|-|-|765|241|-|-|-|-|-|-|T-32-156-OP-5|T-18-157-PO-80|-|-|-|-|-|-|-|-|-|-|-|-|-|-|202632|3|2|0|171|19:00:00|-|5|36|-|-|-|2051|-|-|7628|-|-|-|-|-|-|0|9679|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.3220|2|-|7593.979980|9742.0000|2025-04-22 07:34:49|2025-04-22 08:15:50|15|16|62|63|2|3|-|-|L3|T507 C0 00I|-|-|HOSPITALES|T-18-156-PO-37|36|-1|8|246|3|2025-04-22 07:34:49|2025-04-22 08:06:49|-|-|2025-04-22 07:56:16|2025-04-22 08:15:50|-|-|8|231|-|-|231|246|-|-|HOSPITALES|E-18-156-PO-5|-|-|IRARRAZAVAL|T-18-156-PO-37|-|-|15|16|-|-|62|63|-|-|204680|1|0|1|171|07:30:00|08:00:00|1|5|-|-|187.0668|-|4755|-|3486|3134|-|-|-|-|-|187|3486|7889|SM2H|TRABAJO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.3038|2|-|7569.712891|0.0000|2025-04-22 16:42:06|2025-04-22 17:20:32|33|34|67|67|3|2|-|-|-|L3|-|-|T-18-156-OP-38|HOSPITALES|-1|36|240|8|3|2025-04-22 16:42:22|2025-04-22 16:59:15|-|-|-|2025-04-22 17:20:32|-|-|240|231|-|-|-|8|-|-|T-18-156-OP-38|IRARRAZAVAL|-|-|-|HOSPITALES|-|-|-|34|-|-|-|67|-|-|204680|2|1|1|171|16:30:00|17:00:00|5|1|-|-|-|-|-|-|-|4755|-|-|-|-|-|0|0|4755|UE|HOGAR|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|1.4124|1|-|11778.275391|12023.0000|2025-04-22 06:16:05|2025-04-22 06:49:14|12|13|61|62|1|-|-|-|T210 C2 00I|-|-|-|T-20-134-NS-25|T-33-134-NS-65|34|5|292|620|1|2025-04-22 06:16:05|-|-|-|2025-04-22 06:49:14|-|-|-|292|-|-|-|620|-|-|-|T-20-134-NS-25|-|-|-|T-33-134-NS-65|-|-|-|13|-|-|-|62|-|-|-|205192|1|0|1|102|06:00:00|06:30:00|2|-|-|-|-|8887|11778|-|-|-|-|-|-|-|-|0|8887|11778|SM2H|TRABAJO|-|298|1989|-|-|-|-|-|-|-|-|-|-|2287|
0|1.4574|1|-|11720.527344|12240.0000|2025-04-22 15:49:14|2025-04-22 16:14:24|31|32|66|66|2|-|-|-|L4|-|-|-|SAN JOSE DE LA ESTRELLA|IRARRAZAVAL|5|25|620|231|2|2025-04-22 15:49:14|-|-|-|2025-04-22 16:14:24|-|-|-|620|-|-|-|231|-|-|-|SAN JOSE DE LA ESTRELLA|-|-|-|IRARRAZAVAL|-|-|-|32|-|-|-|66|-|-|-|205192|2|0|1|102|15:30:00|16:00:00|1|-|-|-|-|-|11720|-|-|-|-|-|-|-|-|0|0|11720|UE|HOGAR|42|112|1437|-|-|-|-|-|-|-|-|-|85|1676|
0|1.2635|1|-|6746.546387|8270.0000|2025-04-22 11:58:45|2025-04-22 12:22:24|23|24|64|64|2|-|-|-|L1|-|-|-|SANTA LUCIA|SAN JOAQUIN|34|26|286|452|2|2025-04-22 11:58:45|-|-|-|2025-04-22 12:22:24|-|-|-|286|-|-|-|452|-|-|-|SANTA LUCIA|-|-|-|SAN JOAQUIN|-|-|-|24|-|-|-|64|-|-|-|207240|1|0|1|102|11:30:00|12:00:00|1|-|-|-|-|-|6746|-|-|-|-|-|-|-|-|0|0|6746|SM2H|TRABAJO|37|64|1027|-|-|-|-|-|-|-|-|-|49|1177|
0|0.0000|2|-|-|0.0000|2025-04-22 17:57:00|-|35|-1|67|-1|2|3|-|-|L5|-|-|-|SAN JOAQUIN|-|26|-1|452|-|3|2025-04-22 17:57:00|2025-04-22 18:08:07|-|-|2025-04-22 18:05:20|-|-|-|452|468|-|-|468|-|-|-|SAN JOAQUIN|I-33-134-SN-67|-|-|BELLAVISTA DE LA FLORIDA|-|-|-|36|-|-|-|67|-|-|-|207240|2|1|0|102|17:30:00|-|1|16|-|-|136.9270|-|2828|-|-|-|-|-|-|-|-|136|0|2828|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
0|0.0000|1|-|-|0.0000|2025-04-22 17:35:10|-|35|-1|67|-1|3|-|-|-|-|-|-|-|E-13-278-OP-30|-|-1|-1|819|-|1|2025-04-22 17:35:10|-|-|-|-|-|-|-|819|-|-|-|-|-|-|-|E-13-278-OP-30|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|207496|1|1|0|171|17:30:00|-|16|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
