tipodia|factor_expansion|n_etapas|tviaje|distancia_eucl|distancia_ruta|tiempo_inicio_viaje|tiempo_fin_viaje|mediahora_inicio_viaje|mediahora_fin_viaje|periodo_inicio_viaje|periodo_fin_viaje|tipo_transporte_1|tipo_transporte_2|tipo_transporte_3|tipo_transporte_4|srv_1|srv_2|srv_3|srv_4|paradero_inicio_viaje|paradero_fin_viaje|comuna_inicio_viaje|comuna_fin_viaje|zona_inicio_viaje|zona_fin_viaje|modos|tiempo_subida_1|tiempo_subida_2|tiempo_subida_3|tiempo_subida_4|tiempo_bajada_1|tiempo_bajada_2|tiempo_bajada_3|tiempo_bajada_4|zona_subida_1|zona_subida_2|zona_subida_3|zona_subida_4|zona_bajada_1|zona_bajada_2|zona_bajada_3|zona_bajada_4|paradero_subida_1|paradero_subida_2|paradero_subida_3|paradero_subida_4|paradero_bajada_1|paradero_bajada_2|paradero_bajada_3|paradero_bajada_4|mediahora_bajada_1|mediahora_bajada_2|mediahora_bajada_3|mediahora_bajada_4|periodo_bajada_1|periodo_bajada_2|periodo_bajada_3|periodo_bajada_4|id_tarjeta|id_viaje|netapassinbajada|ultimaetapaconbajada|contrato|mediahora_inicio_viaje_hora|mediahora_fin_viaje_hora|op_1era_etapa|op_2da_etapa|op_3era_etapa|op_4ta_etapa|dt1|dveh_ruta1|dveh_euc1|dt2|dveh_ruta2|dveh_euc2|dt3|dveh_ruta3|dveh_euc3|dveh_ruta4|dveh_euc4|dtfinal|dveh_rutafinal|dveh_eucfinal|tipo_corte_etapa_viaje|proposito|entrada|te0|tv1|tc1|te1|tv2|tc2|te2|tv3|tc3|te3|tv4|egreso|tviaje2|
1|0.0000|1|-|-|0.0000|2025-04-26 18:16:27|-|36|-1|77|-1|2|-|-|-|L3|-|-|-|UNIVERSIDAD DE CHILE|-|34|-1|285|-|2|2025-04-26 18:16:27|-|-|-|-|-|-|-|285|-|-|-|-|-|-|-|UNIVERSIDAD DE CHILE|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|77192|2|1|0|171|18:00:00|-|1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|0|RD|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|1.8321|1|-|15857.229492|15857.0000|2025-04-26 21:10:42|2025-04-26 21:27:19|42|42|78|78|4|-|-|-|METROTREN|-|-|-|ESTACION SAN BERNARDO|ESTACION ALAMEDA|8|16|434|78|4|2025-04-26 21:10:42|-|-|-|2025-04-26 21:27:19|-|-|-|434|-|-|-|78|-|-|-|ESTACION SAN BERNARDO|-|-|-|ESTACION ALAMEDA|-|-|-|42|-|-|-|78|-|-|-|77192|3|0|1|171|21:00:00|21:00:00|17|-|-|-|-|-|15857|-|-|-|-|-|-|-|-|0|0|15857|RD|OTROS|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|1.7558|1|-|3034.324463|19360.0000|2025-04-26 21:43:22|2025-04-26 22:29:20|43|44|78|78|2|-|-|-|L1|-|-|-|ESTACION CENTRAL|LO VALLEDOR|16|33|84|426|2|2025-04-26 21:43:22|-|-|-|2025-04-26 22:29:20|-|-|-|84|-|-|-|426|-|-|-|ESTACION CENTRAL|-|-|-|LO VALLEDOR|-|-|-|44|-|-|-|78|-|-|-|77192|4|0|1|171|21:30:00|22:00:00|1|-|-|-|-|-|3034|-|-|-|-|-|-|-|-|0|0|3034|UE|HOGAR|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|1.4544|2|-|10105.925781|14379.0000|2025-04-26 10:15:34|2025-04-26 11:00:16|20|22|75|75|1|2|-|-|T836 00I|L3|-|-|T-3-20-PO-3|ESTACION CENTRAL|21|16|732|84|3|2025-04-26 10:15:34|2025-04-26 10:22:58|-|-|2025-04-26 10:21:14|2025-04-26 11:00:16|-|-|732|557|-|-|557|84|-|-|T-3-20-PO-3|LOS LIBERTADORES|-|-|I-6-454-PO-2|ESTACION CENTRAL|-|-|20|22|-|-|75|75|-|-|140680|1|0|1|171|10:00:00|11:00:00|32|1|-|-|21.4009|12530|851|-|-|9566|-|-|-|-|-|21|12530|10417|MS_M_M|OTROS|-|230|340|-|-|-|-|-|-|-|-|-|-|570|
1|1.5001|2|-|10099.082031|12500.0000|2025-04-26 13:14:19|2025-04-26 14:03:18|26|28|76|76|2|1|-|-|L1|-|-|-|ESTACION CENTRAL|T-3-20-PO-5|16|21|84|732|3|2025-04-26 13:14:19|2025-04-26 13:56:25|-|-|2025-04-26 13:51:28|2025-04-26 14:03:18|-|-|84|557|-|-|557|732|-|-|ESTACION CENTRAL|I-6-454-PO-10|-|-|LOS LIBERTADORES|T-3-20-PO-5|-|-|27|28|-|-|76|76|-|-|140680|2|0|1|171|13:00:00|14:00:00|1|32|-|-|38.8973|-|9566|-|-|786|-|-|-|-|-|38|0|10352|UE|HOGAR|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|1.6859|2|-|101.833199|0.0000|2025-04-26 17:39:02|2025-04-26 19:03:26|35|38|77|77|1|1|-|-|T203 06I|T203 06R|-|-|T-4-19-NS-50|E-4-19-SN-55|38|38|728|728|1|2025-04-26 17:39:02|2025-04-26 19:02:59|-|-|-|2025-04-26 19:03:26|-|-|728|48|-|-|-|728|-|-|T-4-19-NS-50|T-4-19-SN-50|-|-|-|E-4-19-SN-55|-|-|-|38|-|-|-|77|-|-|143240|1|1|1|171|17:30:00|19:00:00|2|2|-|-|-|3391|-|-|22902|156|-|-|-|-|-|0|26293|156|SM2H|OTROS|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|2.1052|1|-|53.037724|53.0000|2025-04-26 23:19:22|2025-04-26 23:19:43|46|46|79|79|1|-|-|-|T208 00I|-|-|-|T-4-19-SN-50|T-4-19-NS-50|38|38|48|728|1|2025-04-26 23:19:22|-|-|-|2025-04-26 23:19:43|-|-|-|48|-|-|-|728|-|-|-|T-4-19-SN-50|-|-|-|T-4-19-NS-50|-|-|-|46|-|-|-|79|-|-|-|143240|2|0|1|171|23:00:00|23:00:00|2|-|-|-|-|13954|53|-|-|-|-|-|-|-|-|0|13954|53|UE|HOGAR|-|3|21|-|-|-|-|-|-|-|-|-|-|-|
1|0.0000|1|-|-|0.0000|2025-04-26 09:12:41|-|18|-1|75|-1|1|-|-|-|T506 00R|-|-|-|L-32-11-45-NS|-|-1|-1|765|-|1|2025-04-26 09:12:41|-|-|-|-|-|-|-|765|-|-|-|-|-|-|-|L-32-11-45-NS|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|143496|1|1|0|171|09:00:00|-|5|-|-|-|-|31|-|-|-|-|-|-|-|-|-|0|31|0|SM2H|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|2.7509|2|-|24872.828125|29216.0000|2025-04-26 22:13:14|2025-04-26 23:37:41|44|47|78|79|1|1|-|-|T549 00R|T506 E1 00I|-|-|L-13-15-125-PO|L-32-16-60-PO|-1|-1|816|765|1|2025-04-26 22:13:14|2025-04-26 22:30:13|-|-|2025-04-26 22:21:35|2025-04-26 23:37:41|-|-|816|819|-|-|819|765|-|-|L-13-15-125-PO|E-13-54-SN-5|-|-|E-13-278-PO-15|L-32-16-60-PO|-|-|44|47|-|-|78|79|-|-|143496|2|0|1|171|22:00:00|23:30:00|5|5|-|-|142.7796|2678|3080|-|8381|21863|-|-|-|-|-|142|11059|24943|UE|HOGAR|-|545|501|95|423|4048|-|-|-|-|-|-|-|5612|
1|1.3104|1|-|12006.775391|15820.0000|2025-04-26 08:22:04|2025-04-26 08:59:44|16|17|74|74|2|-|-|-|L2|-|-|-|OBSERVATORIO|UNIVERSIDAD DE SANTIAGO|30|16|797|78|2|2025-04-26 08:22:04|-|-|-|2025-04-26 08:59:44|-|-|-|797|-|-|-|78|-|-|-|OBSERVATORIO|-|-|-|UNIVERSIDAD DE SANTIAGO|-|-|-|17|-|-|-|74|-|-|-|199048|1|0|1|171|08:00:00|08:30:00|1|-|-|-|-|-|12006|-|-|-|-|-|-|-|-|0|0|12006|SM2H|TRABAJO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|2.2326|1|-|12006.775391|15820.0000|2025-04-26 21:50:57|2025-04-26 22:30:24|43|45|78|78|2|-|-|-|L1|-|-|-|UNIVERSIDAD DE SANTIAGO|OBSERVATORIO|16|30|78|797|2|2025-04-26 21:50:57|-|-|-|2025-04-26 22:30:24|-|-|-|78|-|-|-|797|-|-|-|UNIVERSIDAD DE SANTIAGO|-|-|-|OBSERVATORIO|-|-|-|45|-|-|-|78|-|-|-|199048|2|0|1|171|21:30:00|22:30:00|1|-|-|-|-|-|12006|-|-|-|-|-|-|-|-|0|0|12006|UE|HOGAR|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|1.4970|2|-|7592.380859|9738.0000|2025-04-26 07:30:45|2025-04-26 08:04:40|15|16|74|74|2|3|-|-|L3|T506 E1 00I|-|-|HOSPITALES|T-18-156-PO-37|36|-1|8|246|3|2025-04-26 07:30:45|2025-04-26 07:55:35|-|-|2025-04-26 07:52:00|2025-04-26 08:04:40|-|-|8|231|-|-|231|246|-|-|HOSPITALES|E-18-156-PO-5|-|-|IRARRAZAVAL|T-18-156-PO-37|-|-|15|16|-|-|74|74|-|-|204680|1|0|1|171|07:30:00|08:00:00|1|5|-|-|187.0668|-|4755|-|24148|3130|-|-|-|-|-|187|24148|7885|SM2H|TRABAJO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|1.4753|2|-|7532.543945|0.0000|2025-04-26 17:41:27|2025-04-26 18:13:20|35|36|77|77|1|2|-|-|T519 00R|L3|-|-|T-18-156-OP-40|HOSPITALES|-1|36|240|8|3|2025-04-26 17:41:27|2025-04-26 17:52:11|-|-|-|2025-04-26 18:13:20|-|-|240|231|-|-|-|8|-|-|T-18-156-OP-40|IRARRAZAVAL|-|-|-|HOSPITALES|-|-|-|36|-|-|-|77|-|-|204680|2|1|1|171|17:30:00|18:00:00|5|1|-|-|-|7724|-|-|-|4755|-|-|-|-|-|0|7724|4755|UE|HOGAR|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|0.0000|1|-|-|0.0000|2025-04-26 15:33:17|-|31|-1|77|-1|2|-|-|-|L4|-|-|-|SAN JOSE DE LA ESTRELLA|-|5|-1|620|-|2|2025-04-26 15:33:17|-|-|-|-|-|-|-|620|-|-|-|-|-|-|-|SAN JOSE DE LA ESTRELLA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|205192|1|1|0|102|15:30:00|-|1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|1.3838|2|-|13357.136719|16140.0000|2025-04-26 12:13:16|2025-04-26 13:01:52|24|26|76|76|1|2|-|-|T572 00I|L5|-|-|T-10-455-NS-30|MANUEL MONTT|15|23|708|175|3|2025-04-26 12:13:16|2025-04-26 12:32:20|-|-|2025-04-26 12:29:14|2025-04-26 13:01:52|-|-|708|117|-|-|119|175|-|-|T-10-455-NS-30|SAN PABLO|-|-|E-9-71-PO-32|MANUEL MONTT|-|-|24|26|-|-|76|76|-|-|262536|1|0|1|171|12:00:00|13:00:00|5|1|-|-|125.4950|3547|3761|-|-|9842|-|-|-|-|-|125|3547|13603|MS_M_M|OTROS|-|430|958|223|128|1588|-|-|-|-|-|-|76|3403|
1|0.0000|1|-|-|0.0000|2025-04-26 13:42:49|-|27|-1|76|-1|2|-|-|-|L1|-|-|-|MANUEL MONTT|-|23|-1|175|-|2|2025-04-26 13:42:49|-|-|-|-|-|-|-|175|-|-|-|-|-|-|-|MANUEL MONTT|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|262536|2|1|0|171|13:30:00|-|1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|0.0000|2|-|-|0.0000|2025-04-26 11:22:54|-|22|-1|75|-1|1|2|-|-|T1127 00I|L1|-|-|L-17-26-5-SN|-|3|-1|541|-|3|2025-04-26 11:22:54|2025-04-26 11:44:18|-|-|2025-04-26 11:42:43|-|-|-|541|222|-|-|219|-|-|-|L-17-26-5-SN|LOS DOMINICOS|-|-|T-17-141-SN-2|-|-|-|23|-|-|-|75|-|-|-|274312|1|1|0|171|11:00:00|-|35|1|-|-|32.0156|1475|4589|-|-|-|-|-|-|-|-|32|1475|4589|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|0.0000|1|-|-|0.0000|2025-04-26 16:17:29|-|32|-1|77|-1|2|-|-|-|L1|-|-|-|ESCUELA MILITAR|-|3|-1|215|-|2|2025-04-26 16:17:29|-|-|-|-|-|-|-|215|-|-|-|-|-|-|-|ESCUELA MILITAR|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|274824|1|1|0|171|16:00:00|-|1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|1.4482|2|-|16303.101562|24007.0000|2025-04-26 09:18:18|2025-04-26 10:10:16|18|20|75|75|1|1|-|-|T1335 00I|T1114 00I|-|-|T-6-330-NS-5|L-16-10-92-SN|20|2|829|202|1|2025-04-26 09:18:18|2025-04-26 09:55:18|-|-|2025-04-26 09:50:14|2025-04-26 10:10:16|-|-|829|193|-|-|196|202|-|-|T-6-330-NS-5|L-15-13-5-SN|-|-|T-15-135-PO-55|L-16-10-92-SN|-|-|19|20|-|-|75|75|-|-|278152|1|0|1|171|09:00:00|10:00:00|37|35|-|-|217.8004|5754|13493|-|3852|4684|-|-|-|-|-|217|9606|18177|SM2H|TRABAJO|-|382|1915|145|160|898|-|-|-|-|-|-|-|3500|
1|1.4328|2|-|16219.527344|23763.0000|2025-04-26 19:51:16|2025-04-26 20:53:03|39|41|78|78|1|1|-|-|T1114 00R|T1335 00R|-|-|L-16-10-95-NS|T-6-330-SN-5|2|20|202|829|1|2025-04-26 19:51:16|2025-04-26 20:24:51|-|-|2025-04-26 20:04:07|2025-04-26 20:53:03|-|-|202|191|-|-|195|829|-|-|L-16-10-95-NS|T-15-135-OP-65|-|-|L-15-9-67-NS|T-6-330-SN-5|-|-|40|41|-|-|78|78|-|-|278152|2|0|1|171|19:30:00|20:30:00|35|37|-|-|39.4081|3607|4961|-|2828|13294|-|-|-|-|-|39|6435|18255|UE|HOGAR|-|295|771|26|1218|1692|-|-|-|-|-|-|-|4002|
1|0.0000|1|-|-|0.0000|2025-04-26 18:18:23|-|36|-1|77|-1|1|-|-|-|T517 00I|-|-|-|T-14-128-PO-25|-|23|-1|178|-|1|2025-04-26 18:18:23|-|-|-|-|-|-|-|178|-|-|-|-|-|-|-|T-14-128-PO-25|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|332424|1|1|0|102|18:00:00|-|5|-|-|-|-|13112|-|-|-|-|-|-|-|-|-|0|13112|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|0.0000|1|-|-|0.0000|2025-04-26 15:20:02|-|30|-1|77|-1|1|-|-|-|T210 00I|-|-|-|T-20-134-NS-5|-|34|-1|289|-|1|2025-04-26 15:20:02|-|-|-|-|-|-|-|289|-|-|-|-|-|-|-|T-20-134-NS-5|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|393608|1|1|0|171|15:00:00|-|2|-|-|-|-|7732|-|-|-|-|-|-|-|-|-|0|7732|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|1.4307|2|-|4980.410645|0.0000|2025-04-26 07:23:26|2025-04-26 08:32:36|14|17|74|74|1|1|-|-|T902 00I|T517 00R|-|-|L-4-10-15-NS|T-20-59-OP-20|38|34|833|270|1|2025-04-26 07:23:26|2025-04-26 08:26:07|-|-|-|2025-04-26 08:32:36|-|-|833|307|-|-|-|270|-|-|L-4-10-15-NS|E-20-290-OP-20|-|-|-|T-20-59-OP-20|-|-|-|17|-|-|-|74|-|-|460168|1|1|1|171|07:00:00|08:30:00|33|5|-|-|-|21613|-|-|18500|1763|-|-|-|-|-|0|40113|1763|SM2H|TRABAJO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|1.6045|1|-|1013.537354|1080.0000|2025-04-26 14:14:11|2025-04-26 14:16:50|28|28|76|76|1|-|-|-|T504 00I|-|-|-|T-20-66-PO-15|T-20-66-PO-35|34|34|270|264|1|2025-04-26 14:14:11|-|-|-|2025-04-26 14:16:50|-|-|-|270|-|-|-|264|-|-|-|T-20-66-PO-15|-|-|-|T-20-66-PO-35|-|-|-|28|-|-|-|76|-|-|-|460168|2|0|1|171|14:00:00|14:00:00|5|-|-|-|-|14242|1013|-|-|-|-|-|-|-|-|0|14242|1013|M40M|OTROS|-|234|159|-|-|-|-|-|-|-|-|-|-|393|
1|1.4451|2|-|4138.753906|0.0000|2025-04-26 15:51:26|2025-04-26 16:24:59|31|32|77|77|3|3|-|-|-|T509 00R|-|-|E-20-290-OP-20|T-7-49-OP-5|34|-1|307|83|1|2025-04-26 15:56:41|2025-04-26 16:01:59|-|-|-|2025-04-26 16:24:59|-|-|307|307|-|-|-|83|-|-|E-20-290-OP-20|E-20-290-OP-20|-|-|-|T-7-49-OP-5|-|-|-|32|-|-|-|77|-|-|460168|3|1|1|171|15:30:00|16:00:00|5|5|-|-|-|-|-|-|476|4138|-|-|-|-|-|0|476|4138|SM2H|TRABAJO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|0.0000|1|-|-|0.0000|2025-04-26 22:07:35|-|44|-1|78|-1|2|-|-|-|L1|-|-|-|UNIVERSIDAD DE SANTIAGO|-|16|-1|78|-|2|2025-04-26 22:07:35|-|-|-|-|-|-|-|78|-|-|-|-|-|-|-|UNIVERSIDAD DE SANTIAGO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|460168|4|1|0|171|22:00:00|-|1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|0|MS_M_M|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|0.0000|2|-|-|0.0000|2025-04-26 22:07:48|-|44|-1|78|-1|2|1|-|-|L1|T523 00I|-|-|UNIVERSIDAD DE SANTIAGO|-|16|-1|78|-|3|2025-04-26 22:07:48|2025-04-26 22:33:11|-|-|2025-04-26 22:15:28|-|-|-|78|279|-|-|281|-|-|-|UNIVERSIDAD DE SANTIAGO|T-20-197-SN-2|-|-|REPUBLICA|-|-|-|44|-|-|-|78|-|-|-|460168|5|1|0|171|22:00:00|-|1|5|-|-|133.3042|-|1812|-|13785|-|-|-|-|-|-|133|13785|1812|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
1|0.0000|1|-|-|0.0000|2025-04-26 11:16:13|-|22|-1|75|-1|1|-|-|-|T549 00R|-|-|-|T-8-73-OP-5|-|35|-1|104|-|1|2025-04-26 11:16:13|-|-|-|-|-|-|-|104|-|-|-|-|-|-|-|T-8-73-OP-5|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|460936|1|1|0|171|11:00:00|-|5|-|-|-|-|20385|-|-|-|-|-|-|-|-|-|0|20385|0|UE|SINBAJADA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|
