Tipo_dia|Modo|Paradero|Comuna|Media_hora|Subidas_Promedio
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.625|14.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.6458333333333334|13.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.6666666666666666|17.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.6875|14.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.7083333333333334|17.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.7291666666666666|21.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.75|15.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.7708333333333334|20.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.7916666666666666|19.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.8125|21.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.8333333333333334|13.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.8541666666666666|14.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.875|12.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.8958333333333334|10.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.9166666666666666|10.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.9375|11.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.9583333333333334|2.0
LABORAL|Bus|E-10-75-NS-21|PUDAHUEL|0.9791666666666666|1.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.22916666666666666|1.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.25|3.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.2708333333333333|4.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.2916666666666667|7.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.3125|3.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.3333333333333333|5.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.3541666666666667|5.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.375|2.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.3958333333333333|0.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.4166666666666667|3.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.4375|1.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.4583333333333333|4.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.4791666666666667|2.0
